name,opened,sector,revenue,expenses,employees,locations,customers,ads,score1,score2,growth,potential,adsPerYear
Edah Corp,1982,8,833429,646124,18,5,771,2730,60,4,881,833429,76
A6e Inc,1992,6,399570653,616818453,40068,2,12,2867,60,28,466,,111
DGhd,1988,3,112639,243025,15,4,298,3132,60,29,1571,,105
PiRVryQQozHzu5 Corp,1982,11,24620715,17094010,367,16,10,2061,40,1,816,24620715,58
Papu,1992,2,591404,236735,4,2,81,1386,60,4,2882,591404,54
Fckd Corp,1991,3,128597,36513,1,1,32,2631,40,16,95,128597,98
Zgqeg LLC,1989,3,4388238,4644830,95,10,7,2839,50,106,555,,98
Dmp,1993,10,7422,7777,1,1,2,2500,55,17,696,,100
Hys,1996,3,537962,753654,21,5,1,2283,80,2,374,,104
LJrpRg,1980,6,77274959,22792469,158,1,2,2419,50,1,-944,77274959,64
Nyblv,1999,10,8781374,5115643,444,14,110,2124,68,51,115,8781374,112
Art5,1999,8,535606,642589,6,3,1,2475,40,1,-2770,,131
Yqa Corp,1991,2,5078370557,9936481532,767015,13,6,3150,50,5,60,,117
Ngndl Corp,1993,3,3740696,2615285,177,3,119,2702,40,13,-816,3740696,109
Ehd LLC,1990,1,8337028,10715899,134,12,1,2053,56,22,-4450,,74
Erf,2002,6,2288546,1455157,16,4,2,2205,50,575,921,2288546,138
Shofaltvz,1994,6,794257467,584445426,12080,3,4,2814,60,2,836,794257467,118
Bzm,1973,10,7346933,17095193,200,15,1,2562,60,2,1333,,57
Souki Inc,1977,8,4102737,1810864,83,7,2,2047,40,121,310,4102737,50
Jujsfstg,1989,6,35561934,30758420,730,17,24,3205,30,5,-1231,35561934,111
Crtv,1988,13,19562,22835,1,1,3,2405,40,52,623,,81
Pcwq,1985,6,17981950,17119321,160,13,4,2719,60,15,-314,17981950,83
Znak,1991,6,908434,1419728,16,4,26,3458,60,2,3990,,129
QurZx Inc,1996,9,26062086,46594147,2636,1,1,1812,53,17,1523,,83
Vaphrm,1995,3,1665300,1351845,18,5,43,2366,60,28,-93,1665300,103
Uavn Inc,1992,10,1562255,2379275,65,6,1,2798,60,34,1150,,108
Har,1986,3,400946,648617,15,2,1,2093,40,8,-2265,,66
Rjr,1990,12,36591931,55911105,956,31,1,2391,60,20,-1346,,86
B5iL Corp,2006,10,93639263,66822865,618,25,2,2593,50,1,-180,93639263,217
Rmh LLC,1999,3,25207010,41832525,1628,6,4,2974,60,3,-188,,157
Udebg,1986,13,31476546,30270776,206,11,3,3124,70,16,12,31476546,98
Egb,1980,10,8119226,3537007,110,11,5,2670,40,20,3084,8119226,71
Oxff LLC,1979,1,19521,28469,1,1,1,2071,60,3,-1450,,54
Klxboo Corp,1985,7,8755697,13193929,227,16,9,2673,60,3,-5061,,81
Pyc LLC,1987,11,205380,301525,3,2,1,2255,40,36,212,,73
Fqfakwz,2000,3,7685309,10471964,894,5,29,2893,40,32,2064,,161
O9bflnyj Corp,1995,11,395566,357533,22,5,1,2534,40,1,-2891,395566,111
HPhpn LLC,1980,11,14349,28383,1,1,1,1936,60,2,2623,,51
OHvo,1993,11,56934,54755,2,2,179,2781,60,11,998,56934,112
DSvo,1998,10,5044309,3409390,78,9,3,3190,50,35,8165,5044309,160
Qdy,1990,3,41482,25785,1,1,5,2529,40,42,643,41482,91
Fgnoyy,1990,8,12768876,20308247,254,16,3,2681,60,13,-748,,96
Wy6tz,2000,6,1729701,893134,68,9,472,2396,60,6,99,1729701,134
ZQi LLC,1982,4,3385893,6419975,260,5,3,2350,66,87,3238,,66
Nx77b Corp,1995,6,12624,17225,1,1,17,2837,50,6,0,,124
Ivqd Corp,1987,2,229311,212798,2,2,2,2459,40,1,2463,229311,80
Sah Inc,1989,10,13033330,13101918,137,12,1,2229,40,1,593,,77
Ahtc,1982,10,60892796,77076144,2432,8,3,2426,60,2,2408,,68
Czezyha,1978,3,13583567,9027995,161,13,2815,2209,60,619,-64,13583567,56
LbD,1989,3,534072,620742,11,4,3,2619,40,14,1214,,91
Obg,1997,11,744648,602258,44,1,18,2140,50,11,393,744648,102
Xew3,1982,6,5025753,2488248,129,12,1,2389,60,15,-86,5025753,67
Qlwo,1993,12,1228949,759233,15,4,1,2024,80,5,2169,1228949,81
Ffm,1983,4,1887035,6771243,400,20,34,1617,50,133,201,,47
HGrwmm,1995,3,215736,152821,6,3,1,3143,60,181,-479,215736,137
LSzd Corp,1985,3,8341580,12896416,555,14,1,2675,40,12,-1847,,82
Fsb,2005,2,17233495,13556777,151,13,5,2260,60,11,583,17233495,174
W7A,1980,10,62127,32977,4,2,2,2488,60,68,-6563,62127,66
Izy,1986,6,19011,10354,1,1,3,2513,80,32,-153,19011,79
Psv,1995,3,95274,101283,1,1,6,2765,60,4,-2962,,121
Gzzd,1989,13,108775134,69578375,2172,35,1,1709,41,19,-154,108775134,59
Bl3kdfl,1992,1,4523,7132,1,1,6,2387,60,2,-1643,,92
Qrq,1983,2,186701132,273676707,17064,41,18,2522,60,2,1322,,73
Qiw6,1994,6,360926,220515,10,4,400,2623,60,2,-671,360926,110
Rg1 LLC,1995,6,161338,175761,2,2,19,2537,60,113,-14,,111
Aya,1996,2,456930,1668642,63,8,31,2142,50,20,1888,,98
HYmbo,1989,3,10310796,5179948,250,16,1,2741,40,204,2799,10310796,95
J1pi,1999,11,1333897,935587,27,6,1,2917,40,4,-922,1333897,154
Fgv1Cq5T5 Inc,1992,3,30951,60184,3,2,1,2547,40,12,1403,,98
Tqw2c,1982,13,1071952,1157409,33,6,1,2857,60,8,-520,,80
Zyc LLC,2001,11,3280508,5532442,27,6,6,2996,50,16,-1982,,177
Usm,1998,13,5098,1517,1,1,1,2757,68,138,3029,5098,138
Gvi,1997,1,6922623,5991814,235,16,2,2697,40,7,-216,6922623,129
Utphbnq Corp,1992,8,16497,37408,2,2,8,2430,40,7,1297,,94
Wytts,1992,11,958810763,1453565513,46087,9,2,2399,60,1,340,,93
Ilg Inc,1993,4,592716,541198,3,2,1,2683,50,1637,408,592716,108
Muf,1996,6,915472389,771520866,8647,68,2,2317,57,2,-706,915472389,106
NzsR,1991,10,1577467,2914550,166,13,95,2724,60,14,2522,,101
R7d Inc,1992,3,10742861,7268476,64,6,1,2023,60,1,-788,10742861,78
Lrl Corp,1995,3,13792643,9266229,320,18,1,2465,50,37,53,13792643,108
Yiv,2006,6,109310778,120607588,4153,65,2,2413,60,50,1146,,202
Mnc,1986,3,151314,116599,3,2,1,2127,60,4,1775,151314,67
QxR,1992,8,43945015,101142815,5241,9,1,3021,60,3,1606,,117
XfR,1983,11,36594,33118,2,2,10,2931,60,654,-305,36594,84
Pavo Inc,1987,1,882232,811914,8,3,1,2247,35,5,1269,882232,73
Dhq Inc,1995,8,1122773,1403720,25,5,10,2683,50,72,3456,,117
Lrg,1989,3,14364436,23794829,258,17,3,3282,40,21,-640,,114
Djc,2004,3,2331958,6013046,157,4,1,2752,36,5,1464,,197
ZyU,1999,6,8408471,10100704,55,2,1,2422,40,1,2572,,128
Gn8tvmkben Corp,1980,11,12175427,24605442,143,12,3,2770,68,3,-2898,,73
Vi3,1991,9,876240,475079,7,3,234,3529,60,21,992,876240,131
VszqiS,1989,10,813838,592747,5,3,5,2543,60,19,231,813838,88
P8gx,1998,3,37662,61237,4,2,15,2446,55,7,43,,123
Updb Corp,1993,3,58127192,98643230,1331,4,2,2947,40,21,927,,118
WbEHnzZyk,1999,1,1495119,4184510,325,19,43,2497,60,13,276,,132
Kuf,1988,3,22220,31655,2,2,72,2458,40,2,-735,,82
YomDbSd Corp,1999,8,11199105,15175697,1283,36,1,1844,40,17,1832,,98
Gmry,1997,3,17327281,13161532,617,13,4,2684,40,4,727,17327281,128
Up2jdgM Inc,1993,11,14490066,21923228,474,11,1,2857,54,42,1235,,115
Xsu Corp,1994,10,10789600,6349905,274,17,1,2502,60,6,549,10789600,105
Jaon,1983,9,1253250,2029779,191,6,77,2475,70,17,-464,,71
Oqtbt Corp,1997,3,205243987,215185665,3232,6,1,2777,80,123,120,,133
PNqwwfzhKmJ Inc,1996,1,64565735,76724189,1706,29,110,3059,70,133,-2239,,140
JHc,1980,11,51374831,29101124,619,22,3,3364,40,280,1352,51374831,89
Jqi,1985,3,2103797,1534297,28,1,1,1859,50,2,-83,2103797,57
VikNck8y,2006,7,38934674,49428815,860,30,5,2827,60,3,-192,,236
Dcp Corp,1982,12,1140000794,1853286112,19927,5,1,1983,40,1,1070,,56
Weo,1984,8,828765,542902,8,3,4,2294,40,65,-951,828765,68
Yzt LLC,2001,2,1198710,2922329,120,11,1,2859,70,66,-444,,169
Bxb,1998,3,72354779,82689330,700,6,1,2349,60,20,1630,,118
QAu Corp,1984,3,2466671,2450798,73,9,164,2785,50,1,2731,2466671,82
Avb,1981,1,236274,255504,15,4,5,2227,50,7,2337,,61
Wm2 Corp,1976,11,4982919637,15386576216,1163000,5,2,3313,70,2,-1014,,79
P3v,2006,3,3309155,3917120,227,16,1,3343,60,155,799,,279
Pef,1974,8,7405956,3267391,51,8,25,3010,64,3,-223,7405956,69
Nmmz,2000,3,1057418,1075816,22,5,1,1898,40,21,1694,,106
Ty58,1990,8,60450,54289,1,1,2,3373,40,138,1309,60450,121
G3vax,1982,9,247620464,171502411,981,5,1,2223,40,222,2219,247620464,62
X6x0yaj7Ew Corp,2002,2,55613525,78745918,855,5,1,2866,64,12,-3364,,180
Zfrol Corp,1992,11,75865878,79107986,2538,18,4,2557,50,62,2350,,99
Sqp,1989,13,8153211,12677418,651,19,1,2862,60,3,-1271,,99
Puumt9oc,1995,13,28744205,28179317,1308,37,1,3017,60,817,1537,28744205,132
QchU,1993,2,14234478,18388597,131,11,2,2728,60,37,-1100,,110
Ewpq Corp,1988,1,5622341,9948378,66,9,1,2420,20,23,-1041,,81
Yotf,1985,3,9819918,12330115,295,6,4,2977,50,8,919,,91
Xlv9,1995,6,42850845,17586605,63,8,7,2305,45,241,536,42850845,101
Wn1,1991,13,17067550,13926756,126,12,1,2947,40,655,-454,17067550,110
Fly21wxBnVg,1990,11,152701,109028,2,2,4,2728,40,6,1547,152701,98
Ahn Corp,1987,2,7396328,4773602,179,14,2,2761,70,7,-2514,7396328,90
U9Rb Corp,1998,3,1932520,2050607,21,5,6,3456,60,1,482,,173
Ypi Corp,1983,12,2388515,2266184,21,5,1,2391,46,145,622,2388515,69
Dmf,2004,2,962687,1578521,66,3,2,2468,40,16,-480,,177
C61,1987,13,766575,564957,9,3,2,2084,60,7,2090,766575,68
SPU Corp,1993,13,51814,82287,1,1,14,2621,40,36,599,,105
OogqrM Inc,1987,3,6224,12865,1,1,1,2877,60,1,914,,93
Vvkswa,1992,3,23493,17076,1,1,598,2198,60,281,-1518,23493,85
Ubompsk Corp,1983,3,69734108,87458341,3179,11,3,1603,60,52,-1343,,46
XQumttlvn,1999,3,21430,26962,1,1,24,2891,50,14,584,,153
Md3i,1989,8,46408,65204,1,1,2,2952,40,166,1419,,102
Ouy,1999,9,97640,94272,1,1,1,2837,60,4,-272,97640,150
Got,1987,11,14402200,30238804,2129,13,6,2673,60,229,-63,,87
Fun Corp,1993,11,766882,1910808,137,6,1,2923,40,559,2993,,117
Zixpr,1990,11,22600,8002,1,1,7,2319,40,270,124,22600,83
Srn,1988,3,1019123,894075,44,7,2,2608,55,19,-1332,1019123,87
Mjzwm,1988,8,2644888722,6163830911,98913,3,2,2490,60,1,60,,83
At3 Inc,1998,3,277365,432637,22,4,7,2919,60,8,-209,,146
Cvvinb6vj1k,1990,10,9826472,7061711,324,18,1,2395,40,1,1651,9826472,86
JWwOl5,1986,13,3097515,2666178,27,6,2,3133,40,51,1011,3097515,98
Ebb,1978,13,249003,208193,2,2,1,3009,40,10,367,249003,76
WOK,1987,4,2704716,2592884,35,6,1,3505,50,912,3367,2704716,114
Eiv,1996,13,568754,430970,12,2,1,2514,50,30,2376,568754,115
Sewa,1990,3,1492943,604125,52,6,2,2771,85,272,1082,1492943,99
Ddgak Corp,1981,1,3562380,4816120,307,4,4,3138,60,8,1158,,85
Ub7,1986,11,8745499,11048644,652,26,101,2085,55,47,-2330,,66
Bnghoe Corp,1983,3,946328,569659,13,4,5,2306,72,1,1780,946328,66
Ywa Inc,1985,8,24106695,40834812,2338,10,7,2297,70,2,-739,,70
Hkh,1993,3,807568,512727,22,5,1,2364,58,93,-535,807568,95
Fjqoy,1990,3,9544274,9252015,84,10,31,2787,60,354,-2017,9544274,100
Xf5p LLC,1987,2,27875533,29556806,1154,6,18,3111,40,33,-116,,101
YnrwkvCa,1991,8,15769087,13666962,809,10,2,3211,40,21,893,15769087,119
Rbx,1997,3,1392858,628887,28,6,3,3031,40,168,312,1392858,145
TRf,1981,3,5787666,5369913,223,9,4,3107,60,92,-2365,5787666,84
D0li,1985,3,3167321,5925238,111,11,1,2457,40,3,5905,,75
Bip,1992,13,27609,11242,1,1,4,2657,40,15,-1017,27609,103
Bh0 Corp,1981,6,36729896,56071289,357,18,18,2560,50,2,503,,70
YOy,1987,6,519893052,413666869,20397,2,7,3485,40,213,-3022,519893052,113
NnI LLC,2010,8,20286535,6733746,365,1,1,2597,60,2,327,20286535,325
Zox6hnw,1986,2,1318444,2105292,197,13,7,2410,50,1,936,,76
V7uN,1983,8,27630874,14185425,435,10,2,2983,60,195,1237,27630874,86
Tjhqk0u,1995,13,6596190,8940566,122,12,54,2094,60,7,1903,,92
PdY Corp,1987,3,120134492,154684189,3486,33,1,2897,40,134,-38,,94
KCjh6grmnr Corp,1989,13,1616173,2603595,26,6,1,1795,64,1,-129,,62
Iui,1981,8,21848772,44119435,944,31,132,2347,40,40,459,,64
Gkwn,1987,3,5474749,1628579,36,6,7,3047,60,7,-44,5474749,99
Wor Corp,1988,6,554585,581381,14,4,14,3009,40,7,-1370,,101
Ggf9,1999,6,7026289,8689741,201,3,30,2484,40,751,271,,131
Pls,1999,8,23281,24409,1,1,3,1878,60,5,1324,,99
Tob Inc,1984,1,838425,655321,9,3,777,2184,68,33,-236,838425,65
Htxfxmg,1994,9,251209,195013,2,2,1,2706,62,2,-2857,251209,113
Zrs9ydxhznEvgDv Inc,1987,8,18646964,20053526,242,16,15,3415,80,7,2859,,111
Gxw Corp,2003,11,35291,15412,1,1,4,2673,48,14,0,35291,179
Mspdgra Inc,1988,6,152369,49164,1,1,99,2531,80,1,-465,152369,85
B3c,1984,4,659251,839994,13,3,26,2471,50,1,-1703,,73
YiUw5 LLC,1993,3,6339086,4756153,71,9,1,2952,60,6,-1426,6339086,119
Nkig,1993,8,4109697,4550922,180,14,1,2569,55,4,-645,,103
SvOj,1986,9,559213216,758296031,62955,59,3,2225,40,1,227,,70
Zevfhb,1998,7,218376,220856,4,2,200,3523,40,7,415,,177
Hee,1995,11,645709,876578,82,10,3,2561,50,8,1270,,112
AsT Corp,1989,3,77852706,85392395,2070,7,9,2731,60,199,-3374,,95
Btza,1980,11,1243321,903765,12,4,276,2639,76,46,-1088,1243321,70
Bfb,1992,7,18601938,24142253,1481,39,25,1965,60,37,-1131,,76
KlG Corp,1990,4,411528,790658,17,5,9,2169,40,6,551,,78
Lkfh,1999,6,1587865,1213483,85,2,5,3116,40,203,656,1587865,164
Am1m Inc,1993,3,2226650,3633317,16,4,5,2733,80,2,-1013,,110
MTi Corp,2000,2,3494404,3405175,77,9,38,2608,60,3,-1590,3494404,145
K5j,2000,3,646731611,828982924,19184,34,1,2341,40,124,760,,131
Wfp,1974,3,3780202,9467883,109,11,5,2776,60,15,-1,,64
MvbS Inc,1989,3,10250902,24028194,407,20,79,2802,60,2,-847,,97
OmR Corp,1991,3,168359399,182820427,6698,21,6,1908,40,67,351,,71
GZ3 Inc,1993,3,8700760,16071888,256,16,5,2492,60,85,-1068,,100
Rq1 LLC,1992,8,85082506,53640361,722,27,14,2497,40,14,5,85082506,97
Onb,1984,3,43687,51873,2,2,1,2584,60,4,201,,76
Yub0sf,1993,6,4448922,5804161,79,8,37,2547,60,51,69,,102
GfD,1976,10,231397,143328,1,1,2,3579,60,3,-718,231397,86
Ytvifjq6en,1986,13,12935192,24467222,241,16,23,2278,56,110,-3267,,72
Ibfsg Corp,1990,8,96275533,133289298,10027,37,91,2765,40,42,1504,,99
Eu0bT,1985,3,6502949,8706729,722,21,4,2446,50,1389,2071,,75
Hvuq,1991,6,2401757,1568560,91,3,1,3003,60,1,2694,2401757,112
ZxM Corp,1998,11,50599353,70359628,1223,24,28,2382,70,62,-188,,120
RCaoybzg,2000,3,8388817,8460382,161,6,4,2903,60,2,-478,,162
Faj Inc,1977,13,54205527,58639751,2781,9,3,2712,83,8,274,,67
Rxmqe,1985,3,9330861,10563868,873,4,2,2589,60,171,586,,79
Ypd,1987,3,106561421,136068540,8160,1,11,2529,40,148,801,,82
NZ5 Corp,1984,3,38827495,8991076,426,2,1,2639,40,1,1630,38827495,78
TGyeci,2001,8,77300,50721,3,2,16,2625,40,72,-2900,77300,155
Aly,1993,3,2410240,4911807,113,11,127,2585,60,20,-693,,104
Aj5 Corp,1973,1,148613,148298,11,4,2,2412,50,326,787,148613,54
PnN,1997,3,2105935058,796976877,40525,35,4,2134,50,29,1472,2105935058,102
Tjfoh,1980,2,5173324,4288450,24,5,4,2413,40,90,203,5173324,64
Ed39xf,1990,6,14703390,13510123,134,12,1,2541,40,1,3887,14703390,91
Tar4e Inc,1996,11,17184347,25635908,702,1,5,2626,56,84,-419,,120
Bp3 Inc,1990,3,80014,91615,4,2,7,2950,60,74,186,,106
Nkfxt,1994,5,202101010,372586064,11410,13,1,2436,72,4,1224,,102
ICgSh,1986,12,168912532,200039667,5867,6,8,3102,60,1,152,,97
I6b Corp,1986,10,1852197,2843551,60,7,3,3097,80,30,-8302,,97
CGf,1980,8,2347616,1818104,46,7,13477,2345,60,562,167,2347616,62
NaYzkqH,1987,1,26609873,24454508,1498,27,20,2572,40,9,1246,26609873,83
Iiz,1993,11,28274,34116,2,2,11,2264,50,118,-137,,91
OpLn,1985,3,2367191,1540514,13,4,2,2664,40,2,2232,2367191,81
Tdtbd,1984,3,1298968,666862,40,7,2,2278,60,1,2143,1298968,67
Czm Inc,1985,6,105144490,133541406,2801,23,328,2704,60,562,-3066,,82
TgNeA,1990,3,20839862,24132608,324,9,36,1915,40,3,1235,,69
Ude Corp,1984,8,71987,62072,2,2,5,2943,70,1,1011,71987,87
Lberbup,1992,3,7973,6970,1,1,5,3352,68,256,2277,7973,129
QulkKjsql Inc,1986,8,164598,152716,7,3,174,1657,64,5,425,164598,52
Dzj Corp,1981,6,8350,11533,1,1,1,2361,70,1,1374,,64
Zl0ld,1988,3,508983,597177,27,6,2,2454,40,2,5042,,82
Ycplezjn,1979,8,1082944,1507745,53,8,6,2431,40,3,1081,,63
Xqw,2001,3,164685,147265,4,2,1,2643,60,8,43,164685,156
We7vsnz,1988,8,1104748,1136593,20,5,2,3258,60,4,-1518,,109
Pbz,1982,9,15751611,26017398,139,7,38,2646,50,81,708,,74
Fx7,1995,7,41115393,30070932,552,14,34,2390,50,71,-3486,41115393,104
JbQ,1992,10,20032,20860,2,1,2,2722,40,1,207,,105
Yo1m,1999,1,751456363,364085569,3617,26,2,2511,40,27,4923,751456363,133
ZPYixRsqqfe,1985,11,6236902,3185996,26,6,1,3112,60,1,-1049,6236902,95
Xexd7,1992,6,121490263,82632271,2105,34,12,2067,50,1,-2026,121490263,80
FppqBhfeor Inc,1991,11,327915,1059256,49,7,2,2816,40,5,254,,105
Cwwrv,1992,13,84542,86092,8,3,1,3068,56,2,-2576,,118
IcNj9p,2003,2,11603409,6489122,69,8,1,2525,40,2,-916,11603409,169
Vgllek,1995,6,1147959,1223134,10,4,1,2216,70,14,-1900,,97
HAfhoGK9ouimi,1978,13,565156845,494660312,14681,21,1,2251,40,64,-1168,565156845,57
Tazs,1985,11,146154,155849,5,3,1,2684,40,101,748,,82
Gib Inc,1993,1,524679,618717,7,3,2,2464,33,1,1560,,99
F5v LLC,1991,6,985557,1165536,66,9,1,2128,45,1,4004,,79
RTna,1997,6,2376632,2942511,165,13,1,2788,80,2,1054,,133
Pcea,1985,6,57253599,32102792,1491,16,3,2494,75,4,288,57253599,76
Hhe,1988,1,340874,656933,23,5,72,2914,40,1,-487,,98
Wto0yv,1992,6,734771,687405,37,7,1,3153,20,34,14,734771,122
Cur Inc,1988,4,1619826545,2280830973,20625,2,14,2033,40,1,-905,,68
Nop LLC,1990,3,14614450,15116937,438,21,607,2201,55,151,3947,,79
V8cxeiasi Inc,1998,13,1172020988,1017248149,8149,28,19,2643,40,1,7,1172020988,133
Mub,1990,2,13639280,23645512,181,9,1,2763,40,7,1435,,99
Vajesf,1974,3,277991,227413,5,3,41,2885,50,63,1132,277991,66
Oeq,1994,8,835819864,690982336,4083,1,13,2643,50,97,-164,835819864,111
Fpo,1988,6,2109979,2153827,144,12,36,2505,40,4,1089,,84
Vjro,1996,5,733072,850200,15,4,1,2425,60,1,-5529,,111
EkR6o,1993,13,3514821,2467611,152,13,8,2413,60,2,1530,3514821,97
Mm1m,1992,3,1644025,836499,6,3,3,2473,64,16,-154,1644025,96
RqE Corp,1990,11,643471,852681,11,4,30,2373,30,20,1280,,85
BNl,1990,10,58961,101872,1,1,271,2835,60,1,554,,102
Wgg2k,1976,9,616895307,454145043,20475,9,1,2909,60,2,-1092,616895307,70
Zrqaa Inc,1977,10,2426880,1334457,13,4,3,2629,55,3,-186,2426880,65
Lgl3,1998,6,8272,7498,1,1,65,2669,70,4,3582,8272,134
Qhzb,1991,7,2050034,2970144,42,7,1,3280,40,1344,2092,,122
VwX Inc,1992,3,259811,152681,13,4,1,2804,60,30,954,259811,108
Niu Corp,1994,9,13825910,21547912,1205,8,1,2864,40,2,1199,,120
Nzlykmx,1989,13,11310275,6508025,54,8,1,2567,50,52,3512,11310275,89
Zce Corp,1977,3,9508824,7012722,42,7,1,3009,40,10,-1586,9508824,74
Eiidi,1998,1,218,755,1,1,15,3107,40,13,1699,,156
Pcsx,1994,3,368841,287075,3,2,1,3011,20,213,207,368841,126
X0v,1992,10,2764584,1576160,43,7,2,2891,66,3,-153,2764584,112
KrfN Corp,1997,13,10154538,15281759,309,4,2,2762,60,1,1694,,132
KYj,1995,8,1432568,2283512,27,6,13,2661,70,3575,5710,,116
ExW,1992,8,7086700,10539352,557,16,7,3339,60,1,-341,,129
Jo2r LLC,1994,9,648877,719668,6,3,1,2562,50,21,-648,,107
Y8dez,1986,11,4221964,3311455,64,8,1,2449,60,11,0,4221964,77
KEiveNr Corp,1981,8,24202912,27169148,772,5,29,3244,40,5,2031,,88
Cgf LLC,1989,1,40452601,117065805,1574,40,1,2963,75,104,790,,103
QYdEv,1976,3,7362390,7598798,148,13,58,2799,54,49,27,,67
Ir9y,1987,3,2708679,6330827,547,3,1,2348,66,1,813,,76
Tzeof,1981,10,420926,448593,8,3,1,2079,50,16,665,,57
Yfcxz Corp,1994,6,42783669,78952877,1662,21,2,2664,60,36,-1297,,111
Shj,1986,6,27953566,56625420,1474,10,3,2310,40,101,285,,73
Kcmwh,1998,6,91191151,139064775,4751,47,4,2853,40,13,405,,143
Fac,1994,13,84750,19304,1,1,1,1960,40,89,1342,84750,82
Mfd,1986,2,4171506,4238810,51,8,1,2671,60,327,-2986,,84
Zpv,1989,2,5896955,4489668,37,1,1,2087,70,1,1506,5896955,72
Jld,1988,3,1004375640,743887953,11245,11,1,3219,50,432,739,1004375640,108
Vy0,1982,3,18045,17752,2,2,5,2200,50,17,187,18045,62
LksqbK Corp,1987,11,1899223,1015540,32,1,2,2644,39,45,-30,1899223,86
BmwY6,1988,11,1375526,1115505,11,4,1,2878,60,141,1681,1375526,96
Aqp,1988,2,92808,159465,9,3,1,2427,50,51,-251,,81
Rznqb3 Corp,1989,13,46359609,73907889,2387,43,1,2680,60,2,752,,93
Vbx,1999,8,3514203,4861331,157,3,42,2730,60,11,434,,144
Wtow,1988,1,2178403,2246477,34,5,23,2711,60,12,-231,,91
Ncdsf2z LLC,1985,1,24414585044,17966743177,274373,26,2,2591,40,88,-848,24414585044,79
Qwj,2008,1,60540569,68719951,1423,31,2,2281,50,1,-131,,229
LMb Corp,1992,3,12977318,10441576,548,24,7,2782,40,1,310,12977318,107
Clbonjd,1985,3,16474696,15971496,156,13,4,2684,60,10,199,16474696,82
Alwf Inc,1980,3,27662,18132,1,1,202,3276,60,291,561,27662,87
ZmdBo LLC,1987,10,35582,34001,2,2,1,2964,62,35,997,35582,96
Nhr,1991,6,5716750,5220196,446,2,5,3165,50,15,702,5716750,118
Kdd6khRvahKjWu,1991,3,24712381,17591677,107,5,2,3082,40,86,3953,24712381,115
ITh,1989,2,138054385,82193560,5232,54,1,2915,55,30,-1152,138054385,101
Orq,1998,8,109775,58173,6,3,22,2062,60,10,1951,109775,104
Hvpf,2004,13,1957690,1907181,12,4,1,3002,60,1,-787,1957690,215
Iv1,1989,4,3242632,5076594,46,7,7,2751,60,8,980,,95
Rum,2002,3,5237136,6942938,448,12,5,2475,40,268,-1629,,155
Mjd9vwb,1994,1,3878645,2728946,233,16,7,2150,50,1,-4127,3878645,90
Ao4C,1986,8,798085371,382066681,12286,7,7,2750,60,21,479,798085371,86
Jk5lpd Corp,1988,3,19597,10103,1,1,522,2071,60,13,373,19597,70
Zuzifpfx Corp,1988,4,5840598,6174376,72,9,1,2388,60,18,4585,,80
Hjr63be,1984,3,91718905,100062509,1148,34,1,1862,40,27,-666,,55
DmjRq,1983,13,8070096622,12623638452,124589,5,1,2803,60,9,-1791,,81
Umgjhfc,1996,8,258613,218330,6,3,2,2339,40,3,1505,258613,107
T40,1983,3,325973,180459,6,3,1,2696,50,1,1768,325973,78
Wobp,1988,3,45955,46534,1,1,1,2261,60,372,-1824,,76
RSs,1981,11,19292096,27988687,238,16,1,2314,60,475,-1778,,63
Ntzis Corp,1974,1,25202934,14291137,254,16,133,2557,42,56,2377,25202934,59
U1ontdhy,1993,3,542551,1028113,4,2,1,2654,40,5,1316,,107
AcC8p,1982,11,12183524,12013042,553,10,1,3389,40,6,409,12183524,95
Zqquf Corp,1991,11,64679,37710,1,1,22,2576,50,125,-667,64679,96
Es7zosbc,1998,3,6290519,1783826,14,4,5,3007,40,3,-109,6290519,151
Zl6,1994,11,2625676143,2139027553,89823,9,2,2949,60,2,-366,2625676143,123
W5de,1974,6,2607757773,2267848500,136403,8,521,2570,70,65,326,2607757773,59
K9AIl,1998,6,32708785,23386594,1690,21,147,3237,62,12,2615,32708785,162
Dcy Inc,1986,3,73554143,137110280,3397,20,2,2820,50,1,780,,89
X6pek,1985,6,106948298,170367421,2607,47,1,2283,40,198,1560,,70
Uvjb,1996,6,1209747930,1452162683,140144,2,1,2267,50,5,-4635,,104
Po0,1992,2,965380,682355,7,3,1,2537,44,5,868,965380,98
YxvfyiU,1990,10,19167510,18396149,671,24,2,3249,40,3,1258,19167510,117
CegcmY,2000,3,1103087,2142050,81,9,3,3052,60,736,149,,170
MtiHnk,1995,3,2751350,3203627,74,9,10,2175,40,69,1511,,95
Lukhp Inc,1971,6,123159060,224136465,4808,5,2,1895,40,2,296,,41
EH9reP Corp,1983,3,2112916,2643352,37,7,1,2825,60,8,3742,,81
Qcnqmb,1998,3,5223959,8774684,123,12,1,2658,60,715,1140,,133
Fi9vb,1999,3,19657705,28830212,493,16,2,1753,60,332,-1718,,93
Y3l2d LLC,1991,3,21721691,21054388,893,14,1,2114,60,5,-85,21721691,79
Awr,1985,8,89466,71747,1,1,567,3438,60,141,-213,89466,105
Hu2rhj,2006,6,41213,22619,1,1,13,2450,60,172,-371,41213,205
Lz9,1986,3,3597106,2435515,150,13,10,3785,40,231,23,3597106,119
Yqevl6,1983,11,5551788,2431280,212,10,6,2352,70,2,-320,5551788,68
Omk Corp,2000,10,2330709,3260792,290,18,2,2385,40,25,-302,,133
